ФК	Плю	Матрица	Уровень ассортимента TCX	Уровень ассортимента TC5	Рег.цена	Цена промо
G8	31995	Все магазины	УА15	УА4	500	200
G8	90232	Все магазины	УА15	УА4	500	200
G8	3473886	Все магазины	УА15	УА4	500	200
G8	2085914	Все магазины	УА15	УА4	500	200
G8	3605179	Все магазины	УА15	УА4	500	200
G8	3613782	Все магазины	УА15	УА4	500	200
G8	4093253	Все магазины	УА15	УА4	500	200
G8	3010247	Все магазины	УА15	УА4	500	200
G8	3414276	Все магазины	УА15	УА4	500	200
G8	3019762	Все магазины	УА15	УА4	500	200
G8	2064887	Все магазины	УА15	УА4	500	200
G8	9995	Все магазины	УА15	УА4	500	200
G8	2174280	Все магазины	УА15	УА4	500	200
G8	4179306	Все магазины	УА15	УА4	500	200
G8	4037650	Все магазины	УА15	УА4	500	200
G8	3190246	Все магазины	УА15	УА4	500	200
G8	3608596	Все магазины	УА15	УА4	500	200
G8	39651	Все магазины	УА15	УА4	500	200
G8	4111420	Все магазины	УА15	УА4	500	200
G8	4066807	Все магазины	УА15	УА4	500	200
G8	3674937	Все магазины	УА15	УА4	500	200
G8	4182482	Все магазины	УА15	УА4	500	200
G8	3422142	Все магазины	УА15	УА4	500	200
G8	4095842	Все магазины	УА15	УА4	500	200
G8	3965790	Все магазины	УА15	УА4	500	200
G8	43181	Все магазины	УА15	УА4	500	200
G8	4349394	Все магазины	УА15	УА4	500	200
G8	4194267	Все магазины	УА15	УА4	500	200
G8	4137194	Все магазины	УА15	УА4	500	200
G8	3966227	Все магазины	УА15	УА4	500	200
G8	3982366	Все магазины	УА15	УА4	500	200
G8	3396529	Все магазины	УА15	УА4	500	200
G8	2049750	Все магазины	УА15	УА4	500	200
G8	2174320	Все магазины	УА15	УА4	500	200
G8	3492460	Все магазины	УА15	УА4	500	200
G8	3630968	Все магазины	УА15	УА4	500	200
G8	3916763	Все магазины	УА15	УА4	500	200
G8	4213556	Все магазины	УА15	УА4	500	200
G8	3656408	Все магазины	УА15	УА4	500	200
G8	4349400	Все магазины	УА15	УА4	500	200
G8	4105020	Все магазины	УА15	УА4	500	200
G8	3496873	Все магазины	УА15	УА4	500	200
G8	4066810	Все магазины	УА15	УА4	500	200
G8	3041253	Все магазины	УА15	УА4	500	200
G8	4222227	Все магазины	УА15	УА4	500	200
G8	4150490	Все магазины	УА15	УА4	500	200
G8	4329571	Все магазины	УА15	УА4	500	200
G8	4207517	Все магазины	УА15	УА4	500	200
G8	4140732	Все магазины	УА15	УА4	500	200
G8	3439825	Все магазины	УА15	УА4	500	200
G8	4225638	Все магазины	УА15	УА4	500	200
G8	4134855	Все магазины	УА15	УА4	500	200
G8	4137205	Все магазины	УА15	УА4	500	200
G8	4351513	Все магазины	УА15	УА4	500	200
G8	3370022	Все магазины	УА15	УА4	500	200
G8	3623278	Все магазины	УА15	УА4	500	200
G8	3408575	Все магазины	УА15	УА4	500	200
G8	4119551	Все магазины	УА15	УА4	500	200
G8	3024409	Все магазины	УА15	УА4	500	200
G8	4149485	Все магазины	УА15	УА4	500	200
G8	4214351	Все магазины	УА15	УА4	500	200
G8	4144382	Все магазины	УА15	УА4	500	200
G8	2067549	Все магазины	УА15	УА4	500	200
G8	3407178	Все магазины	УА15	УА4	500	200
G8	3421828	Все магазины	УА15	УА4	500	200
G8	3913480	Все магазины	УА15	УА4	500	200
G8	3340103	Все магазины	УА15	УА4	500	200
G8	4312307	Все магазины	УА15	УА4	500	200
G8	4014733	Все магазины	УА15	УА4	500	200
G8	3655283	Все магазины	УА15	УА4	500	200
G8	2116328	Все магазины	УА15	УА4	500	200
G8	3505939	Все магазины	УА15	УА4	500	200
G8	3605718	Все магазины	УА15	УА4	500	200
G8	7070	Все магазины	УА15	УА4	500	200
G8	4207519	Все магазины	УА15	УА4	500	200
G8	4305738	Все магазины	УА15	УА4	500	200
G8	3500352	Все магазины	УА15	УА4	500	200
G8	4305304	Все магазины	УА15	УА4	500	200
G8	3623999	Все магазины	УА15	УА4	500	200
G8	4116690	Все магазины	УА15	УА4	500	200
G8	4156911	Все магазины	УА15	УА4	500	200
G8	2124117	Все магазины	УА15	УА4	500	200
G8	4085712	Все магазины	УА15	УА4	500	200
G8	3220883	Все магазины	УА15	УА4	500	200
G8	4130450	Все магазины	УА15	УА4	500	200
G8	3652343	Все магазины	УА15	УА4	500	200
G8	3695589	Все магазины	УА15	УА4	500	200
G8	4030576	Все магазины	УА15	УА4	500	200
G8	3367240	Все магазины	УА15	УА4	500	200
G8	3661614	Все магазины	УА15	УА4	500	200
G8	4262253	Все магазины	УА15	УА4	500	200
G8	4111517	Все магазины	УА15	УА4	500	200
G8	3657572	Все магазины	УА15	УА4	500	200
G8	4311224	Все магазины	УА15	УА4	500	200
G8	4233658	Все магазины	УА15	УА4	500	200
G8	4084134	Все магазины	УА15	УА4	500	200
G8	4268266	Все магазины	УА15	УА4	500	200
G8	3470871	Все магазины	УА15	УА4	500	200
G8	3448554	Все магазины	УА15	УА4	500	200
G8	3626471	Все магазины	УА15	УА4	500	200
G8	4014735	Все магазины	УА15	УА4	500	200
G8	4277924	Все магазины	УА15	УА4	500	200
G8	4022581	Все магазины	УА15	УА4	500	200
G8	4214349	Все магазины	УА15	УА4	500	200
G8	4084163	Все магазины	УА15	УА4	500	200
G8	3947753	Все магазины	УА15	УА4	500	200
G8	3453944	Все магазины	УА15	УА4	500	200
G8	4194273	Все магазины	УА15	УА4	500	200
G8	4102881	Все магазины	УА15	УА4	500	200
G8	4277057	Все магазины	УА15	УА4	500	200
G8	3681790	Все магазины	УА15	УА4	500	200
G8	4053637	Все магазины	УА15	УА4	500	200
G8	3387136	Все магазины	УА15	УА4	500	200
G8	3219402	Все магазины	УА15	УА4	500	200
G8	4144286	Все магазины	УА15	УА4	500	200
G8	4213603	Все магазины	УА15	УА4	500	200
